deck_uid,leader_code,card_code,quantity,format_code,source_reference,placement,notes
1d9b057bc48d,OP01-001,OP01-002,4,,,,
1d9b057bc48d,OP01-001,OP01-013,4,,,,
1d9b057bc48d,OP01-001,OP01-024,4,,,,
1d9b057bc48d,OP01-001,OP01-025,4,,,,
1d9b057bc48d,OP01-001,OP01-004,3,,,,
1d9b057bc48d,OP01-001,OP01-005,3,,,,
1d9b057bc48d,OP01-001,OP01-014,3,,,,
1d9b057bc48d,OP01-001,OP01-017,3,,,,
1d9b057bc48d,OP01-001,OP01-021,3,,,,
1d9b057bc48d,OP01-001,OP01-026,4,,,,
1d9b057bc48d,OP01-001,OP01-029,4,,,,
1d9b057bc48d,OP01-001,OP01-027,3,,,,
1d9b057bc48d,OP01-001,OP01-023,3,,,,
1d9b057bc48d,OP01-001,OP01-008,2,,,,
1d9b057bc48d,OP01-001,OP01-015,3,,,,
1d9b057bc48d,OP01-001,OP01-006,2,,,,
