deck_uid,leader_code,card_code,quantity,format_code,source_reference,placement,notes
3560976a08b6,OP10-001,OP10-005,4,,,,
3560976a08b6,OP10-001,OP10-007,4,,,,
3560976a08b6,OP10-001,OP10-008,4,,,,
3560976a08b6,OP10-001,OP10-010,4,,,,
3560976a08b6,OP10-001,OP10-011,4,,,,
3560976a08b6,OP10-001,OP10-012,4,,,,
3560976a08b6,OP10-001,OP10-016,4,,,,
3560976a08b6,OP10-001,OP10-017,3,,,,
3560976a08b6,OP10-001,OP10-022,4,,,,
3560976a08b6,OP10-001,OP10-032,3,,,,
3560976a08b6,OP10-001,OP10-034,4,,,,
3560976a08b6,OP10-001,OP10-035,4,,,,
3560976a08b6,OP10-001,OP10-033,2,,,,
3560976a08b6,OP10-001,OP10-036,2,,,,
