deck_uid,leader_code,card_code,quantity,format_code,source_reference,placement,notes
b4d8faf6f38e,OP10-001,OP10-004,4,,,,
b4d8faf6f38e,OP10-001,OP10-008,4,,,,
b4d8faf6f38e,OP10-001,OP10-012,4,,,,
b4d8faf6f38e,OP10-001,OP10-016,4,,,,
b4d8faf6f38e,OP10-001,OP10-017,4,,,,
b4d8faf6f38e,OP10-001,OP10-018,4,,,,
b4d8faf6f38e,OP10-001,OP10-019,4,,,,
b4d8faf6f38e,OP10-001,OP10-020,4,,,,
b4d8faf6f38e,OP10-001,OP10-021,4,,,,
b4d8faf6f38e,OP10-001,OP10-026,4,,,,
b4d8faf6f38e,OP10-001,OP10-027,4,,,,
b4d8faf6f38e,OP10-001,OP10-028,4,,,,
b4d8faf6f38e,OP10-001,OP10-033,2,,,,
