deck_uid,leader_code,card_code,quantity,format_code,source_reference,placement,notes
e0ceba213b9e,OP01-001,OP01-016,4,,,,
e0ceba213b9e,OP01-001,OP01-006,4,,,,
e0ceba213b9e,OP01-001,OP01-029,4,,,,
e0ceba213b9e,OP01-001,OP01-028,4,,,,
e0ceba213b9e,OP01-001,OP01-004,3,,,,
e0ceba213b9e,OP01-001,OP01-013,3,,,,
e0ceba213b9e,OP01-001,OP01-026,3,,,,
e0ceba213b9e,OP01-001,OP01-007,3,,,,
e0ceba213b9e,OP01-001,OP01-025,3,,,,
e0ceba213b9e,OP01-001,OP01-023,3,,,,
e0ceba213b9e,OP01-001,OP01-005,3,,,,
e0ceba213b9e,OP01-001,OP01-014,3,,,,
e0ceba213b9e,OP01-001,OP01-018,3,,,,
e0ceba213b9e,OP01-001,OP01-120,3,,,,
e0ceba213b9e,OP01-001,OP01-022,2,,,,
e0ceba213b9e,OP01-001,OP01-024,2,,,,
