deck_uid,leader_code,card_code,quantity,format_code,source_reference,placement,notes
7500c0ff0a76,OP01-001,OP01-120,3,,,,
7500c0ff0a76,OP01-001,OP01-023,4,,,,
7500c0ff0a76,OP01-001,OP01-024,4,,,,
7500c0ff0a76,OP01-001,OP01-025,4,,,,
7500c0ff0a76,OP01-001,OP01-027,4,,,,
7500c0ff0a76,OP01-001,OP01-004,3,,,,
7500c0ff0a76,OP01-001,OP01-013,3,,,,
7500c0ff0a76,OP01-001,OP01-014,3,,,,
7500c0ff0a76,OP01-001,OP01-017,3,,,,
7500c0ff0a76,OP01-001,OP01-021,3,,,,
7500c0ff0a76,OP01-001,OP01-026,3,,,,
7500c0ff0a76,OP01-001,OP01-008,2,,,,
7500c0ff0a76,OP01-001,OP01-018,2,,,,
7500c0ff0a76,OP01-001,OP01-022,2,,,,
