deck_uid,leader_code,card_code,quantity,format_code,source_reference,placement,notes
83760cc69951,OP02-001,OP02-015,4,,,,
83760cc69951,OP02-001,OP02-021,4,,,,
83760cc69951,OP02-001,OP02-022,4,,,,
83760cc69951,OP02-001,OP02-023,4,,,,
83760cc69951,OP02-001,OP02-018,4,,,,
83760cc69951,OP02-001,OP02-017,3,,,,
83760cc69951,OP02-001,OP02-012,3,,,,
83760cc69951,OP02-001,OP02-009,3,,,,
83760cc69951,OP02-001,OP02-011,3,,,,
83760cc69951,OP02-001,OP02-008,3,,,,
83760cc69951,OP02-001,OP02-006,3,,,,
83760cc69951,OP02-001,OP02-007,3,,,,
83760cc69951,OP02-001,OP02-013,3,,,,
83760cc69951,OP02-001,OP02-020,2,,,,
83760cc69951,OP02-001,OP02-004,2,,,,
83760cc69951,OP02-001,OP02-024,2,,,,
