deck_uid,leader_code,card_code,quantity,format_code,source_reference,placement,notes
49c1ec78f62a,OP10-001,OP10-004,4,,,,
49c1ec78f62a,OP10-001,OP10-007,3,,,,
49c1ec78f62a,OP10-001,OP10-008,4,,,,
49c1ec78f62a,OP10-001,OP10-012,4,,,,
49c1ec78f62a,OP10-001,OP10-016,4,,,,
49c1ec78f62a,OP10-001,OP10-017,4,,,,
49c1ec78f62a,OP10-001,OP10-018,4,,,,
49c1ec78f62a,OP10-001,OP10-019,3,,,,
49c1ec78f62a,OP10-001,OP10-020,4,,,,
49c1ec78f62a,OP10-001,OP10-021,3,,,,
49c1ec78f62a,OP10-001,OP10-026,4,,,,
49c1ec78f62a,OP10-001,OP10-027,4,,,,
49c1ec78f62a,OP10-001,OP10-028,3,,,,
49c1ec78f62a,OP10-001,OP10-033,2,,,,
