deck_uid,leader_code,card_code,quantity,format_code,source_reference,placement,notes
b9cc82d34d4f,OP10-001,OP10-004,4,,,,
b9cc82d34d4f,OP10-001,OP10-005,3,,,,
b9cc82d34d4f,OP10-001,OP10-008,4,,,,
b9cc82d34d4f,OP10-001,OP10-010,3,,,,
b9cc82d34d4f,OP10-001,OP10-012,4,,,,
b9cc82d34d4f,OP10-001,OP10-016,4,,,,
b9cc82d34d4f,OP10-001,OP10-017,4,,,,
b9cc82d34d4f,OP10-001,OP10-018,3,,,,
b9cc82d34d4f,OP10-001,OP10-019,3,,,,
b9cc82d34d4f,OP10-001,OP10-020,3,,,,
b9cc82d34d4f,OP10-001,OP10-021,3,,,,
b9cc82d34d4f,OP10-001,OP10-026,3,,,,
b9cc82d34d4f,OP10-001,OP10-027,2,,,,
b9cc82d34d4f,OP10-001,OP10-028,3,,,,
b9cc82d34d4f,OP10-001,OP10-033,4,,,,
